584
1798 -228 0,1 42 37 34 31,stand,,,
1540 -187 0,0 2 38 39 43,stand,,,
1207 -153 8,1 3 40,stand,,,
957 -115 16,2 4 28,stand,,,
781 -150 19,3 5 28,stand,,,
643 -310 16,4 6 28 26,stand,,,
485 -260 17,5 7 24,stand,,,
206 -250 22,6 8 22 23 26 21,stand,,,
8 -450 21,7 9 21,stand,,,
-237 -470 10,8 10 19 20 27,stand,,,
-438 -359 13,9 11 12 19 27,stand,,,
-526 -101 16,10 17 18 19,stand,,,
-634 -384 8,10 13 27,stand,,,
-653 -376 52,12 14,crouch,,,
-706 -374 7,13 15 17,stand,,,
-792 -432 7,14 16 402,stand,,,
-983 -268 7,15 17,stand,,,
-737 -149 14,16 14 11,stand,,,
-245 -142 16,11 19,stand,,,
-316 -253 22,18 9 10 11,stand,,,
-130 -595 9,9 21 27 435,stand,,,
92 -534 16,20 8 25 7,stand,,,
0 -208 19,7 23,stand,,,
303 -105 12,7 24 22,stand,,,
465 -82 21,23 6,stand,,,
214 -511 11,21 26,stand,,,
386 -451 8,25 7 28 5,stand,,,
-418 -523 9,20 12 10 9,stand,,,
842 -425 7,26 29 449 5 3 4,stand,,,
1093 -435 6,28 30 40 39,stand,,,
1370 -494 1,29 31 39 43 40 448,stand,,,
1575 -523 0,30 32 41 43 34 39 0 447,stand,,,
1736 -611 0,31 33 34 446,stand,,,
1962 -511 0,32 34 48,stand,,,
1774 -418 0,33 35 0 32 42 31 41,stand,,,
1902 -235 0,34 36 37 42 38,stand,,,
2096 -241 63,35 37 44,crouch,,,
1896 -130 0,36 38 0 35,stand,,,
1716 -131 0,37 1 35 43,stand,,,
1393 -331 3,1 40 30 41 31 43 29,stand,,,
1198 -316 8,39 29 2 30,stand,,,
1604 -381 0,39 42 31 34,stand,,,
1707 -272 0,41 0 43 35 34,stand,,,
1537 -307 0,1 31 30 42 39 38,stand,,,
2170 -401 27,36 45 48,stand,,,
2396 -504 0,44 46 58,stand,,,
2429 -727 0,45 47 53 58 59,stand,,,
2645 -793 0,46 69 60 61,stand,,,
2149 -551 0,33 44 49 51 53 58,stand,,,
1894 -769 16,48 51,stand,,,
2078 -869 1,51 54,stand,,,
2077 -737 1,50 49 48 53 58,stand,,,
2219 -939 0,53 59 181 204,stand,,,
2198 -782 0,52 48 51 46 59 58,stand,,,
2043 -866 23,50 55,climb,,,
2043 -866 97,54 56,climb,,,
2006 -871 118,55 57,stand,,,
1857 -887 118,56,crouch,,,
2303 -579 0,45 48 46 51 53,stand,,,
2353 -912 0,53 60 46 52 204,stand,,,
2608 -1035 0,59 61 69 47 168 204,stand,,,
2897 -1034 0,60 62 68 47 70,stand,,,
3043 -1043 0,61 63 119 70 120 69,stand,,,
3044 -1238 5,62 64 68 173,stand,,,
3022 -1497 5,63 65,stand,,,
2853 -1577 5,64 66 169,stand,,,
2816 -1440 5,65 67,stand,,,
2841 -1257 12,66 68,stand,,,
2880 -1208 13,67 61 63,stand,,,
2848 -783 0,47 70 62 60,stand,,,
3088 -859 0,69 71 62 119 61,stand,,,
3275 -785 -2,70 72 117 119,stand,,,
3653 -598 -5,71 73 118,stand,,,
4129 -544 -82,72 74,stand,,,
3889 -797 -82,73 75 115 118,stand,,,
3733 -1100 -82,74 76 115 117,stand,,,
3695 -1319 -82,75 77 116 117,crouch,,,
3659 -1481 -82,76 78,crouch,,,
3637 -1667 -82,77 79 99 95,crouch,,,
3639 -1905 -82,78 80 95,stand,,,
3645 -2231 -58,81 102 79 93 101 94,stand,,,
3649 -2533 -80,80 82 92 103 111 102,stand,,,
3589 -2773 -82,81 83 103 104 92,stand,,,
3624 -3004 -82,82 84 90 104 110,stand,,,
3569 -3478 -82,83 88 89 106 105,stand,,,
3685 -3898 -82,86 88,stand,,,
3385 -4037 -12,87 85 109 121,stand,,,
3402 -4144 -13,86 121,stand,,,
3591 -3642 -82,84 85 108 89,stand,,,
3752 -3401 -33,84 90 88,stand,,,
3793 -3171 -11,89 83 110,stand,,,
3942 -2589 -7,92,stand,,,
3852 -2580 -18,91 81 93 82,stand,,,
3852 -2371 -22,92 94 94 80,stand,,,
3853 -2143 -12,93 95 93 80,stand,,,
3841 -1870 -13,94 96 78 79,stand,,,
3889 -1468 0,95 97 114,stand,,,
3657 -1478 -1,96 98,stand,,,
3373 -1488 -1,97 99 116 172,stand,,,
3378 -1772 -15,98 100 101 78,stand,,,
3469 -1862 -39,99 101,stand,,,
3349 -1967 -13,100 102 80 99 174,stand,,,
3421 -2318 -49,101 103 111 81 80,stand,,,
3339 -2673 -8,102 104 82 81 113,stand,,,
3341 -2994 -16,103 105 83 82,stand,,,
3326 -3395 -14,104 106 84 131 148,stand,,,
3332 -3598 -10,105 107 84 131,stand,,,
3332 -3734 -9,106 108,stand,,,
3392 -3862 -12,107 109 88 129,stand,,,
3579 -3907 -58,108 86,stand,,,
3761 -2954 -24,83 90,stand,,,
3449 -2488 -48,81 102 112,stand,,,
